reftramo,geom,idcalle,nombre,tipo_vialidad,fuente,localidad,departamento
827011,0105000020D17F000001000000010200000002000000AE9785C7B7BB2141F2776835A874574106AA527712BC21415090F1B1AE745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827012,0105000020D17F000001000000010200000005000000095C84F804D92141EE9B5544DB7657413BDE90A76ADA2141C2B1D4ACF6765741611D9348B0DB2141CD91A3BB0F7757417D7A9DC3F4DC2141860232DA287757418801E3A538DD214130F534D32D775741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827012,0105000020D17F000001000000010200000005000000095C84F804D92141EE9B5544DB7657413BDE90A76ADA2141C2B1D4ACF6765741611D9348B0DB2141CD91A3BB0F7757417D7A9DC3F4DC2141860232DA287757418801E3A538DD214130F534D32D775741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827013,0105000020D17F000001000000010200000002000000BF84EE46ADBA21412C75C209957457418EE7D06E05BB2141981CC5549B745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827013,0105000020D17F000001000000010200000002000000BF84EE46ADBA21412C75C209957457418EE7D06E05BB2141981CC5549B745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827014,0105000020D17F0000010000000102000000060000008CCA0785E9B721414C2AD8CE67745741F6304FA92FB82141E84501656C745741695056437CB821411E597F1571745741E45CF571C7B82141C115D75176745741FBD5287CDAB8214119A444E076745741EA6F4A36F3B82141C0FF5AD876745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827014,0105000020D17F0000010000000102000000060000008CCA0785E9B721414C2AD8CE67745741F6304FA92FB82141E84501656C745741695056437CB821411E597F1571745741E45CF571C7B82141C115D75176745741FBD5287CDAB8214119A444E076745741EA6F4A36F3B82141C0FF5AD876745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827015,0105000020D17F000001000000010200000004000000EA6F4A36F3B82141C0FF5AD87674574100B269E820B92141FC75E24378745741D402AE3655B921418273397F7B745741E9DE5C0A6AB9214181EC6CFC7C745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827015,0105000020D17F000001000000010200000004000000EA6F4A36F3B82141C0FF5AD87674574100B269E820B92141FC75E24378745741D402AE3655B921418273397F7B745741E9DE5C0A6AB9214181EC6CFC7C745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827016,0105000020D17F000001000000010200000002000000D0FFC41BD7B22141D1E144D20F745741B983677651B321411894722A18745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827016,0105000020D17F000001000000010200000002000000D0FFC41BD7B22141D1E144D20F745741B983677651B321411894722A18745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770906,0105000020D17F000001000000010200000002000000ABEA0BBB70A021410A856133D5685741D3909D9613A12141C2FB4A84E5685741,9198,MONSEÑOR DOMINGO TAMBURINI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770907,0105000020D17F000001000000010200000002000000D3909D9613A12141C2FB4A84E5685741173C915BB7A1214165BF516FF5685741,9198,MONSEÑOR DOMINGO TAMBURINI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827018,0105000020D17F000001000000010200000002000000180F6B8BCDB621418DCAF29554745741E72F137828B7214111DA17755A745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827018,0105000020D17F000001000000010200000002000000180F6B8BCDB621418DCAF29554745741E72F137828B7214111DA17755A745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770921,0105000020D17F000001000000010200000002000000ABEA0BBB70A021410A856133D5685741ADC88DF358A021410559F209DA685741,11020,RAMON MASINI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827019,0105000020D17F000001000000010200000003000000E72F137828B7214111DA17755A745741291CA52874B7214107F9F2465F7457418CCA0785E9B721414C2AD8CE67745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827019,0105000020D17F000001000000010200000003000000E72F137828B7214111DA17755A745741291CA52874B7214107F9F2465F7457418CCA0785E9B721414C2AD8CE67745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827020,0105000020D17F00000100000001020000000200000050313FC34ABA21418BBF1AC88D745741BF84EE46ADBA21412C75C20995745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827020,0105000020D17F00000100000001020000000200000050313FC34ABA21418BBF1AC88D745741BF84EE46ADBA21412C75C20995745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770954,0105000020D17F000001000000010200000003000000B5FD7B5D517C2141C0D200D88E715741B9FD7B5D517C2141C4D200D88E715741A6214A514B7D21417A04BE798D715741,12909,ESPERANTO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770955,0105000020D17F000001000000010200000002000000A6214A514B7D21417A04BE798D71574137B0ADEC507D21416997E2718D715741,12909,ESPERANTO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771280,0105000020D17F000001000000010200000004000000A496C7295E69214135FE4C1BF36F5741A2AD528334692141035DFBE4F66F5741B523455F7E682141D9AA5A9F06705741CB5B36646168214123FEDE2D09705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771282,0105000020D17F00000100000001020000000300000045C069B89F5C21412BCF71001A71574194601F80235D2141745458160D7157417F8FD159905D214174F042E802715741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771283,0105000020D17F0000010000000102000000060000007F8FD159905D214174F042E80271574119DEEAB6AF5D2141D02AC6E8FF7057416F10F15E275E214138A4D7E7F47057418DFC0D374B5E214109558B50F170574106D6FE16835E2141C7AA1D0BEC705741DA542A24995E21413787E6FFE9705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771284,0105000020D17F000001000000010200000003000000DA542A24995E21413787E6FFE9705741BF279B81E75E2141300A88BCE2705741F90B0B65F85E214114883422E1705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771285,0105000020D17F000001000000010200000005000000F90B0B65F85E214114883422E1705741AB7FCADAFC5E21418B49D8B5E0705741927570E62B5F2141D80E93BADD7057410C2513F5495F2141CBA6DD16DB705741ED7EEC9E5C5F214120E14B73D9705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771286,0105000020D17F000001000000010200000006000000ED7EEC9E5C5F214120E14B73D970574125BE4FF25D5F2141FA2D7E55D9705741C5D2BFEBA05F214152FD6CB5D2705741795DD305DA5F214106C77806CD7057416FDE8729DA602141F4B05078B5705741EE0B3CC6EA6021412F4BA3E3B3705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771287,0105000020D17F000001000000010200000004000000EE0B3CC6EA6021412F4BA3E3B3705741BCB5DB6AF760214171F9A5AFB2705741CC6F455C946121412DA6E332A470574194A5DE24CB61214138EDFC4B9F705741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827023,0105000020D17F0000010000000102000000020000008EE7D06E05BB2141981CC5549B745741C618D54D5DBB2141D8F749CFA1745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827023,0105000020D17F0000010000000102000000020000008EE7D06E05BB2141981CC5549B745741C618D54D5DBB2141D8F749CFA1745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771290,0105000020D17F0000010000000102000000030000004D43BAEDC56A214108091FA2D36F57412A114530436B2141884D81CDC86F57415A4AB09E736B2141F3877B9DC46F5741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771291,0105000020D17F000001000000010200000004000000D109B5C34D6D21419D09D3AD9C6F5741ED15BDE5956D214153A70B3F966F574101048D8E216E214178FAB7728A6F574134425A140A6F2141B2415E06776F5741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
771292,0105000020D17F00000100000001020000000400000034425A140A6F2141B2415E06776F574147425A140A6F2141B0415E06776F574153BF0D4B476F214180E25521726F5741934B0D2A5C702141DF9A0D725B6F5741,8290,GENERAL HORNOS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827024,0105000020D17F000001000000010200000002000000C618D54D5DBB2141D8F749CFA174574155CB176D89BB21410022D2FCA4745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827024,0105000020D17F000001000000010200000002000000C618D54D5DBB2141D8F749CFA174574155CB176D89BB21410022D2FCA4745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827025,0105000020D17F000001000000010200000002000000B983677651B321411894722A18745741A128B09BA2B3214191372BB31D745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827025,0105000020D17F000001000000010200000002000000B983677651B321411894722A18745741A128B09BA2B3214191372BB31D745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827026,0105000020D17F000001000000010200000005000000A128B09BA2B3214191372BB31D74574128AD440DDBB321410F61B883217457416DC139BAC4B42141D2F7BF3E31745741581739DF2DB521413716F84E38745741C0457177E3B521416497FB6A44745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827026,0105000020D17F000001000000010200000005000000A128B09BA2B3214191372BB31D74574128AD440DDBB321410F61B883217457416DC139BAC4B42141D2F7BF3E31745741581739DF2DB521413716F84E38745741C0457177E3B521416497FB6A44745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827027,0105000020D17F000001000000010200000002000000373E49DAE0B9214149449ED78574574150313FC34ABA21418BBF1AC88D745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827027,0105000020D17F000001000000010200000002000000373E49DAE0B9214149449ED78574574150313FC34ABA21418BBF1AC88D745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770894,0105000020D17F0000010000000102000000070000008071EFDFCF382141647D810D896C5741778FE26FBF38214196CE0187966C5741A203B5ED903821413B565983BC6C57417FCC541F8F3821419EBD4DE6BF6C5741DAF51C7A90382141C513C4B8C26C57417B8DA5719538214196CFBBDFC86C5741CF380F71A3382141A47C98EDD66C5741,55514,UYMO_SN_095,CALLE INTERNA,IDE,MONTEVIDEO RURAL,MONTEVIDEO
827028,0105000020D17F0000010000000102000000020000001D3E8D32D0B02141EE24C2DCEB735741D0FFC41BD7B22141D1E144D20F745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827028,0105000020D17F0000010000000102000000020000001D3E8D32D0B02141EE24C2DCEB735741D0FFC41BD7B22141D1E144D20F745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827029,0105000020D17F00000100000001020000000200000006AA527712BC21415090F1B1AE745741CB27A6D56ABC21414FC2ACE7B4745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827029,0105000020D17F00000100000001020000000200000006AA527712BC21415090F1B1AE745741CB27A6D56ABC21414FC2ACE7B4745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770899,0105000020D17F000001000000010200000002000000BA06D2C10995214156B126C360725741C225D8062F952141D752CC9567725741,13369,PASAJE CHELITA LINARES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827030,0105000020D17F000001000000010200000005000000CB27A6D56ABC21414FC2ACE7B4745741DF8D624FDCBC214192D72C30BD745741F1917B3865BD214109A6AF20C774574136C89627A7BE21419817FCB6DD74574137E85A9FB9BE2141E3A8CA47DF745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827030,0105000020D17F000001000000010200000005000000CB27A6D56ABC21414FC2ACE7B4745741DF8D624FDCBC214192D72C30BD745741F1917B3865BD214109A6AF20C774574136C89627A7BE21419817FCB6DD74574137E85A9FB9BE2141E3A8CA47DF745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827031,0105000020D17F00000100000001020000000B000000B5C125E9C0C7214104FA28728775574173D5452611C821412BDF090B8E75574148A41C27C2C82141302F7CAC9B755741418F97F793C921416347B8B1AB7557417D9A9AD56CCA2141B2250268BC75574123181EBF57CB2141F5C08349CE755741C78A63531ACC21415A383D49DD755741B8F5DAEBC8CD2141A14DF12AFE7557414CE08541AECE21412CA674CD0F7657417E6B2CFE6FCF2141AFAD89EF1E7657419A7E44361CD02141ADF422EE2B765741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827031,0105000020D17F00000100000001020000000B000000B5C125E9C0C7214104FA28728775574173D5452611C821412BDF090B8E75574148A41C27C2C82141302F7CAC9B755741418F97F793C921416347B8B1AB7557417D9A9AD56CCA2141B2250268BC75574123181EBF57CB2141F5C08349CE755741C78A63531ACC21415A383D49DD755741B8F5DAEBC8CD2141A14DF12AFE7557414CE08541AECE21412CA674CD0F7657417E6B2CFE6FCF2141AFAD89EF1E7657419A7E44361CD02141ADF422EE2B765741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827032,0105000020D17F00000100000001020000000A0000009A7E44361CD02141ADF422EE2B76574139EB909520D12141B938C9CF3F765741C582C529F6D12141C2BAB753507657413754A05A7CD221412830256C5A765741F54661925ED32141EF936BA06B765741DD90EAA948D421413CE12BB17D765741127E2C6BF4D42141A4630EEB8A765741E0E8CB3E6CD62141AF03C2D4A77657417CCEA346CDD72141559B2609C3765741095C84F804D92141EE9B5544DB765741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827032,0105000020D17F00000100000001020000000A0000009A7E44361CD02141ADF422EE2B76574139EB909520D12141B938C9CF3F765741C582C529F6D12141C2BAB753507657413754A05A7CD221412830256C5A765741F54661925ED32141EF936BA06B765741DD90EAA948D421413CE12BB17D765741127E2C6BF4D42141A4630EEB8A765741E0E8CB3E6CD62141AF03C2D4A77657417CCEA346CDD72141559B2609C3765741095C84F804D92141EE9B5544DB765741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827033,0105000020D17F000001000000010200000002000000C0457177E3B521416497FB6A447457412C443BD358B621417FB98BBB4C745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827033,0105000020D17F000001000000010200000002000000C0457177E3B521416497FB6A447457412C443BD358B621417FB98BBB4C745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827034,0105000020D17F0000010000000102000000020000002C443BD358B621417FB98BBB4C745741180F6B8BCDB621418DCAF29554745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827034,0105000020D17F0000010000000102000000020000002C443BD358B621417FB98BBB4C745741180F6B8BCDB621418DCAF29554745741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827035,0105000020D17F0000010000000102000000020000008128867A5BB0214127A3A787E3735741B5F6F2B98CB0214135785457E7735741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827035,0105000020D17F0000010000000102000000020000008128867A5BB0214127A3A787E3735741B5F6F2B98CB0214135785457E7735741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827036,0105000020D17F000001000000010200000002000000B5F6F2B98CB0214135785457E77357411D3E8D32D0B02141EE24C2DCEB735741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827036,0105000020D17F000001000000010200000002000000B5F6F2B98CB0214135785457E77357411D3E8D32D0B02141EE24C2DCEB735741,8173,CAMINO LA CRUZ DEL SUR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827039,0105000020D17F000001000000010200000002000000102759E743602141EAE193A001725741D331766498602141DEAE77BEF9715741,54899,PASAJE GALERIA CENTRAL Y COMERCIAL,PASAJE INTERNO,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827040,0105000020D17F000001000000010200000002000000D331766498602141DEAE77BEF97157419C8C34C2BD60214135EBEE41F6715741,54899,PASAJE GALERIA CENTRAL Y COMERCIAL,PASAJE INTERNO,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770913,0105000020D17F000001000000010200000004000000BD78EB4838BE2141EC941CD1927157418E7C72753BBE2141AF4D52829771574186B7A3533FBE21411919D2019A71574161C8F4CD45BE2141B82059589B715741,54743,CALLE 8 METROS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827041,0105000020D17F000001000000010200000004000000FE448C4A1F612141FCBBB73BEF7157413EFAEFB9056121418E784E85F17157412B9E5187C160214195D6AABCF77157418F55205E9F602141F057C2EAFA715741,54899,PASAJE GALERIA CENTRAL Y COMERCIAL,PASAJE INTERNO,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827042,0105000020D17F0000010000000102000000040000008F55205E9F602141F057C2EAFA715741F3384FA48260214125D85397FD715741C2D95EBC32602141F0A5C0C90472574175B6DD901D602141CEAF44B606725741,54899,PASAJE GALERIA CENTRAL Y COMERCIAL,PASAJE INTERNO,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827043,0105000020D17F00000100000001020000000200000062D46A25B9BA2141610173FEE26C5741D037608C1CBB21416D6C47CBD66C5741,10272,ADOLFO PEDRALBES,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827044,0105000020D17F0000010000000102000000020000006291856031BB2141F2F682E2C46C574120CC758769BB2141D2DE32EBB96C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827045,0105000020D17F00000100000001020000000200000020CC758769BB2141D2DE32EBB96C57417371BDF983BB2141A7BD57BAB46C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827046,0105000020D17F0000010000000102000000030000007371BDF983BB2141A7BD57BAB46C5741AF3DBF56E5BB21411AEA69C9A16C574116F073EBEBBB214163203D09A06C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827047,0105000020D17F00000100000001020000000200000016F073EBEBBB214163203D09A06C57416F9E09D84EBC21419C1250E28C6C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827048,0105000020D17F0000010000000102000000030000006F9E09D84EBC21419C1250E28C6C5741AEACE0055ABC2141D89B62518B6C57416A445DD1B5BC2141BEA9569C796C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827049,0105000020D17F0000010000000102000000040000006A445DD1B5BC2141BEA9569C796C574168167217CCBC2141964CD05B746C5741B5DB88DAD3BC2141D1698A78726C57411237BF25F7BC2141A2B3B7E3676C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827050,0105000020D17F0000010000000102000000060000001237BF25F7BC2141A2B3B7E3676C5741813E156210BD2141137B0D9F5F6C5741683ABF5323BD2141D9C64428596C5741078CDE642BBD21413ECF249A566C57412A3EB08033BD2141A0C45C35556C5741F5FA5AEC3EBD214156337690546C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827051,0105000020D17F000001000000010200000009000000D037608C1CBB21416D6C47CBD66C5741BB72F9BC11BB214125AEDD0DD66C5741327EED0507BB2141409B7BDFD46C5741D9776EC4FFBA21418566814AD36C57412369AD8FFCBA21414DE7ED9FD16C5741A889E14EFCBA21411B16A643D06C5741EC8E71ECFEBA21410C4D2BD7CE6C574164ED5BD404BB214149429698CD6C57416291856031BB2141F2F682E2C46C5741,10272,ADOLFO PEDRALBES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770924,0105000020D17F000001000000010200000005000000D4097193CA1A21413A29B1A2256D574146DA1066B71A2141E842F39A266D5741F700A8D8AA1A2141E6E6860A276D5741F6A5C04DA21A2141E4B85042276D5741F09200A29A1A214115BA0CBD276D5741,55340,UYMOMVD_SN_2769,PASAJE,IDE,MONTEVIDEO,MONTEVIDEO
827052,0105000020D17F000001000000010200000005000000DAB74C4F96BB2141FF13BBADEE6C5741B7A4A183FEBA21411C9C4D64E96C5741964A9CB8E4BA214124605FDFE76C574198430E5AD0BA2141FD889F24E66C574162D46A25B9BA2141610173FEE26C5741,13047,PETRONA ROSENDE,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827053,0105000020D17F00000100000001020000000700000062D46A25B9BA2141610173FEE26C574142E4A6ABA0BA214184B0DDA3DE6C574179C8D2C88EBA2141CF0A240DDC6C5741A87718DF7BBA2141FDB800D9D96C574102602A5966BA21416F0FD156D76C57413C67EC2E50BA21419A4DF8FAD46C5741AC5555982CBA214167ADFE50D16C5741,13047,PETRONA ROSENDE,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827054,0105000020D17F00000100000001020000000700000092EA3CCDE9EE21417D9A487ED5765741174911A2F6EE2141B721C7AAD676574136D7076D07EF2141B4E5975AD8765741748B2B6419EF214162881DDCD9765741BF796C9928EF214129B26E0ADB76574131DF4D693FEF21413A8957E2DC76574136BCD3F461EF214119212AA6DF765741,8459,LAS ROSAS,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770929,0105000020D17F00000100000001020000000200000019876595959B21417E24AA53F66D5741C957FFCEAF9B214166B778ECF26D5741,56035,UYMOMVD_SN_1081,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
827057,0105000020D17F0000010000000102000000020000003EBF4661BEEF21414A7A07F0F0765741ACFC6467DAEF21419EFC3A38E9765741,41670,LAS TORRES,CALLE,DESDE_TSUBASA,MONTEVIDEO,MONTEVIDEO
770936,0105000020D17F0000010000000102000000030000009F9638283D8C2141673165BFD8705741B09654EC248C2141CA2EE2CBCA7057417E4A2A2B108C21415A6C650ABD705741,55110,SENDA 28,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
770937,0105000020D17F0000010000000102000000020000006ED8D14418C721411BE96F327A6C57419CD8028874C72141F2102B13736C5741,55915,UYMOMVD_SN_2017,PASAJE,IDE,MONTEVIDEO,MONTEVIDEO
770939,0105000020D17F00000100000001020000000600000035F3E1D4105921411310B9B9646D574126C3F0841E5921410D493673646D57415442867C28592141A55233B5636D574106BCAFE0325921418B273F17626D57410F67A57339592141F9CF7BF65E6D5741CBD5F6B0445921412CE12BAE586D5741,56597,UYMOMVD_SN_1523,CALLE,IDE,MONTEVIDEO,MONTEVIDEO
827061,0105000020D17F000001000000010200000005000000FE32E5364044214192C24BE88C6C574169F75B655844214103FE18DA8C6C5741716D8E0AE9442141E1884FB58F6C5741B64FB93A814521418C510926926C57415B3E2E3795452141979A6C82926C5741,10443,CAMINO PASO DE MORLAN,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
827061,0105000020D17F000001000000010200000005000000FE32E5364044214192C24BE88C6C574169F75B655844214103FE18DA8C6C5741716D8E0AE9442141E1884FB58F6C5741B64FB93A814521418C510926926C57415B3E2E3795452141979A6C82926C5741,10443,CAMINO PASO DE MORLAN,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
827063,0105000020D17F00000100000001020000000300000067EC071E5B482141439D4FC59F6C5741D108FCD585482141C3F7849AA06C5741F6E1B2C6874821415791FEA6A06C5741,10443,CAMINO PASO DE MORLAN,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
