reftramo,geom,idcalle,nombre,tipo_vialidad,fuente,localidad,departamento
753339,0105000020D17F000001000000010200000002000000350297394A672141EDF870C33E715741A0A0EE5A63672141E9DD352B43715741,55483,UYMOMVD_SN_2713,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
753340,0105000020D17F0000010000000102000000060000009ACC72131CBD21412216A8A1F5705741A6C5D7CB03BD2141CA988A93EC705741101A06B4F0BC21418F9E67C5E5705741FD61EC46E3BC214163DA49E7DF70574137F496E3DCBC2141DDAD503FDE7057415225BE82D8BC214126EA3456DB705741,41312,PRIVADA 2,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753342,0105000020D17F000001000000010200000003000000A11945D3BCAF2141C26385274D7457418147D76CADAF2141AB62948857745741E21BDD8482AF2141C998EF247A745741,40972,MANUEL INSUA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753343,0105000020D17F00000100000001020000000600000057F3A99C6369214111A28B8F907057414E051DBF726921411EB942CB8F7057413E98FE36926921412D2AFD328D705741B376C671A66921410A5C93618B7057417B14CC55BB692141A6B5A0CF8970574170D6C82BC7692141780ED5E188705741,54646,UYMOMVD_SN_1922,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
753347,0105000020D17F000001000000010200000002000000ED39C083588C214151DEFA5264715741D00258375E8C21411EA80E346B715741,56422,UYMOMVD_SN_1918,PASAJE,IDE,MONTEVIDEO,MONTEVIDEO
798257,0105000020D17F000001000000010200000006000000632E54EEBEC9214146B7542C31755741A2CB2E38C9C921415429F53234755741609BFB2FD4C92141204ECB3C37755741A20799DCE4C9214108DBC6863B7557418A3E55D5F7C9214106D4AC5C40755741AC82E5FF07CA2141E013830944755741,40966,CONRADO PEREIRA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813405,0105000020D17F0000010000000102000000060000001B2B7D91DF452141BBB2372A2A6B5741F671C5F9D7452141838BCBDF276B5741CF43FECDC7452141817E956A236B5741699A6EC6AC4521419323C83A1B6B5741DD3380BA8E4521414AD3AE42126B5741709E37B181452141077E8EF80D6B5741,12154,MADAGASCAR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813406,0105000020D17F000001000000010200000005000000709E37B181452141077E8EF80D6B5741170588537E452141B2716B5B0B6B57410858BAC97D4521413C3B012E096B5741FF4C409F7C4521414C4B5C75056B5741025201F7844521417A56A757FD6A5741,12154,MADAGASCAR,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813420,0105000020D17F000001000000010200000005000000A8C87907EBD221419F260263FC6A57418D5833B082D32141DBBAD4B9EE6A5741C4F2213E91D32141B68C8ADBED6A574109293DE79BD321412015D469ED6A57412670EBACA5D321412C8F2464ED6A5741,14155,FRIBURGO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813421,0105000020D17F0000010000000102000000020000002670EBACA5D321412C8F2464ED6A5741A2A9866CF7D321417E7EBE72ED6A5741,14155,FRIBURGO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813422,0105000020D17F000001000000010200000003000000A2A9866CF7D321417E7EBE72ED6A5741C68062855CD421412D740621ED6A5741990E1FEC72D4214110240809EE6A5741,14155,FRIBURGO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753358,0105000020D17F00000100000001020000000A000000FEBA28F1885D2141081F457970705741F8202586975D2141B1EC39C372705741EA3AB99EB05D214131972A2677705741C627A644CC5D214141C0EE637F705741EE5A5BC4E85D2141AB4E651588705741E0303BD8FA5D2141B7A0D6F28C70574118D2C4480C5E2141CB4B0CCB8F7057411123C3D91F5E214119A30166927057416FA37CB22A5E2141B8E48AF793705741CD33745E305E2141E0B647DF94705741,55564,UYMOMVD_SN_3466,PEATONAL,IDE,MONTEVIDEO,MONTEVIDEO
813423,0105000020D17F000001000000010200000004000000990E1FEC72D4214110240809EE6A5741D42C1AED7ED4214167F8E0D0EE6A574153BA766E0CD5214156E1B642F76A5741749C5D012FD521419926214EFA6A5741,14155,FRIBURGO,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813424,0105000020D17F000001000000010200000006000000A9C99AF6015C2141CD70C695CE7257419AB59739135C2141C4BA0DDCCD725741A38991A22A5C2141676CF7C4CB725741F399F4E93B5C2141F49DD021CA725741D4E53CAF4A5C2141CF8A5D58C7725741B8A6C34E5F5C2141A346747AC3725741,55549,UYMOMVD_SN_042,CALLE,IDE,MONTEVIDEO,MONTEVIDEO
753362,0105000020D17F0000010000000102000000020000000BD6D125638C2141B92B2C2B647157415933802F5C8C2141369992875C715741,56420,UYMOMVD_SN_1432,PASAJE,IDE,MONTEVIDEO,MONTEVIDEO
813425,0105000020D17F000001000000010200000007000000B8A6C34E5F5C2141A346747AC37257417DDAFCA6845C21413C6F0747BD72574161C2ED399B5C2141C46F6A8FBA725741711C0D25C65C2141150EC096B67257413D889718FB5C21414E059B1EB1725741F74B2E3A015D214172CA3901B072574189D5E79E025D2141C9C06F10AF725741,55549,UYMOMVD_SN_042,CALLE,IDE,MONTEVIDEO,MONTEVIDEO
813428,0105000020D17F000001000000010200000003000000FB29C8B3D7F02141314DE88D8E6C57410123A8D0B7F02141289B34808D6C5741B0D0B68D81F021411BE4EC9F8C6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753365,0105000020D17F000001000000010200000004000000D32331FA7D74214117AA601D3A705741A60515549274214100795D1E397057416EDF663A907421415C9A7B5138705741F0492F78BE74214178AA445236705741,54372,UYMOMVD_SN_1412,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
813429,0105000020D17F000001000000010200000005000000B0D0B68D81F021411BE4EC9F8C6C57419A7E82C2A9F021418292DF508C6C57419AFC5846C2F02141BC2096D88B6C574100D04C83CFF02141D57426468B6C574114E95D24D7F021419DC439A38A6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813430,0105000020D17F00000100000001020000000D000000DFA48474FCD521414DADA204406C5741778DB33A7FD521412F879F913E6C5741D588400245D5214116F6CB0A3E6C57417DC1A2F210D52141F7647B453E6C5741179ACA5DF3D42141F24262C03E6C5741E4C15249CDD421417F26F5B03F6C57416F25AF64B0D42141541F6363406C5741633D4BEC9FD42141CB7778F6406C57410CF61F3283D421419CD2DDF7416C5741F425584162D42141444D9A98436C5741FEA48E2649D421412D59A7D1446C5741BE1E57FE31D421411CEAFD46466C574120D9EAF118D4214163463FE5476C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813431,0105000020D17F00000100000001020000000200000020D9EAF118D4214163463FE5476C574121F3CCB2F4D32141D74202714A6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813432,0105000020D17F00000100000001020000000200000021F3CCB2F4D32141D74202714A6C5741F500CA61DED3214178A7858A4B6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813433,0105000020D17F00000100000001020000000200000043DE7CA981EB2141618111F87E6C574123BCA3032AEA214197FA3F437B6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753377,0105000020D17F000001000000010200000002000000AF99B3A2E34B2141122A7E58D16D5741EDB5F55EDC4B2141771AB777D66D5741,56398,UYMOMVD_SN_2459,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
813435,0105000020D17F0000010000000102000000020000003329C7AC35E8214114A612BB756C5741491DDCCC7AE721416F47CDE0736C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813436,0105000020D17F000001000000010200000003000000491DDCCC7AE721416F47CDE0736C574123ACA72E49E7214189D04A32736C574129841443DBE62141D4D93C31726C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813437,0105000020D17F00000100000001020000000200000029841443DBE62141D4D93C31726C5741817C3E257BE6214116DB5D04716C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753382,0105000020D17F000001000000010200000002000000E119DBEDC85C2141ECC81DBD1D6F57417CF625D8CF5C2141C0D63A21246F5741,57032,UYMOMVD_SN_3154,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
813438,0105000020D17F000001000000010200000002000000817C3E257BE6214116DB5D04716C5741148E72A87EE52141E4CF8F666E6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813439,0105000020D17F000001000000010200000003000000148E72A87EE52141E4CF8F666E6C574151AB79F1D4E421411F43F3926C6C5741446653E783E421414003F3BF6B6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753385,0105000020D17F00000100000001020000000300000047B218F0A6802141B1F40CAD817257416C0A735EE680214122CD5A918C72574191B88EC3248121416903C22597725741,54565,UYMOMVD_SN_2661,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
813440,0105000020D17F000001000000010200000002000000446653E783E421414003F3BF6B6C5741E58A6F25BAE32141E0109272696C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813442,0105000020D17F00000100000001020000000200000058336635C7E221417EDA2303676C57412430CFD0CBE12141C50A0D7F646C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813443,0105000020D17F0000010000000102000000020000002430CFD0CBE12141C50A0D7F646C57410C59703CDAE0214127030ECC616C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813444,0105000020D17F0000010000000102000000020000000C59703CDAE0214127030ECC616C5741742E043205E0214156C20B925F6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813445,0105000020D17F000001000000010200000002000000742E043205E0214156C20B925F6C5741C21ADECF2FDF2141FAB9F5345D6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813448,0105000020D17F000001000000010200000002000000EF70489FB7DD2141AA6EE34D596C574132E81C2B88DD214115B132DB586C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813449,0105000020D17F00000100000001020000000200000032E81C2B88DD214115B132DB586C57412FB6FAF257DD2141001E324B586C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813450,0105000020D17F0000010000000102000000020000002FB6FAF257DD2141001E324B586C574102C1D9A508DD214110985263576C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813451,0105000020D17F00000100000001020000000300000002C1D9A508DD214110985263576C5741EFEEBAF58EDC21411D54F543566C57411B35007F1FDC21416B7F78FA546C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813452,0105000020D17F0000010000000102000000030000001B35007F1FDC21416B7F78FA546C574125088EFD6EDB2141F4AB3F2E536C5741259CED7531DB2141884EA85A526C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813453,0105000020D17F000001000000010200000006000000259CED7531DB2141884EA85A526C57416606AA9EF4DA21410C2F9ECA516C57419BC028707FDA2141B3C45D86506C57413588AABD2CDA214127E1CA954F6C5741034C313EE9D921414C5F23BA4E6C5741DC63BFA9C1D9214101CDEBFD4D6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813454,0105000020D17F000001000000010200000005000000DC63BFA9C1D9214101CDEBFD4D6C57419AEC9F8B37D921419D8BF5B84A6C5741005306F25DD821419B606EA2456C5741A8AE6F6D2BD821411E6CD27B446C574189923AA2D8D72141D48236C0426C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813455,0105000020D17F00000100000001020000000600000089923AA2D8D72141D48236C0426C57419C4244CEAFD72141F67ADA34426C57413E48C3DB84D7214140253EF0416C574121A25BEE3CD7214107ADBD9A416C5741AC5B890124D621414DADA204406C5741DFA48474FCD521414DADA204406C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753388,0105000020D17F000001000000010200000005000000684EEEB2EE74214102917EED18705741C746617AF47421410D7D0CEC1B70574192BF3EFCF774214123518BDA1C705741C84DE53C03752141B1DABAF620705741F4002CE40675214112E3E34321705741,54370,UYMOMVD_SN_245,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
813456,0105000020D17F000001000000010200000002000000B0D0B68D81F021411BE4EC9F8C6C5741F7A598A469EF21413115D392896C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813457,0105000020D17F000001000000010200000002000000F7A598A469EF21413115D392896C57413A710CB113EE21418D1200F9856C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813458,0105000020D17F0000010000000102000000020000003A710CB113EE21418D1200F9856C57413EED7FA7DAEC2141530A92AA826C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753397,0105000020D17F000001000000010200000003000000BB8644330E4B214144793F44C76B57419B5386C32D4B21415A4DE868C86B5741AF08185B724B21412F060128CB6B5741,54965,PASAJE PEATONAL VEHICULAR,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813459,0105000020D17F0000010000000102000000020000003EED7FA7DAEC2141530A92AA826C574143DE7CA981EB2141618111F87E6C5741,14464,GENERAL MAXIMO TAJES,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813493,0105000020D17F00000100000001020000000A00000064119C8DA57D214133A1706B7E6C5741F422C984A67D2141A2C52521806C57414EB99C16A77D21418453556F816C5741EB354F2DA97D2141D4BDEB3D826C574177AE0EF3B47D214116E2EE1D846C5741C040EF33BF7D214155C8CDA2856C574140F63344C97D21419D180E46876C57412605C79BD57D2141D9684EE9886C5741076D994EE27D21415E1DBB798A6C574128B612F2EB7D2141F03E424F8B6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813494,0105000020D17F00000100000001020000000200000028B612F2EB7D2141F03E424F8B6C5741C73F7DD4F87D214188A4B16C8C6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813495,0105000020D17F00000100000001020000000200000079369CFCE87D2141198BAA0E8E6C5741E113042ADD7D2141F454228F8C6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753402,0105000020D17F00000100000001020000000C00000096AC7E8A97AE214168A85B82F87257411E17FD57A5AE21413ECFC65AF77257414C2A990EB2AE2141553C3536F7725741034F21C5C2AE214110CBA171F7725741CA9513D318AF214154FB45D4F9725741B2D2AE573DAF2141BD14E095FA7257412379A8C255AF2141E51FB77AFA7257411AF45D596BAF214167B393D3F9725741A7D2205279AF2141DF23F501F9725741217655FC84AF2141B26E241CF872574189F821798DAF21417CBFBC47F7725741730ECB4E95AF214131580774F6725741,12060,GERMAN SELLERA GASTAMBIDE,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753403,0105000020D17F00000100000001020000000300000025C827160B7D21410C8D6B06367257418B1EAC36DB7C21412FF7CEE52C725741EFC8B8ADCA7C2141DC5195F329725741,54428,UYMOMVD_SN_1633,PASAJE,IDE,MONTEVIDEO,MONTEVIDEO
813496,0105000020D17F000001000000010200000008000000E113042ADD7D2141F454228F8C6C5741654416BAD07D21414C19D99E8A6C574153EF7BD4C57D21415B5968FC886C5741601A00AAB77D2141BDAE7CCE866C5741A8D3910BA87D21419070F194846C574105D40BF89A7D2141061DE1E6826C5741ABA97BFB8E7D2141B5174F67816C57415AA252E88A7D21419209ACC1806C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813497,0105000020D17F0000010000000102000000030000005AA252E88A7D21419209ACC1806C57418C0DF98A817D2141A60003457F6C5741AC6B847D797D2141921BCB0F7E6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753406,0105000020D17F00000100000001020000000200000041DD89086FB92141FFF285E8F76B5741F86453B639B9214167FD436E136C5741,10137,CALLE 125,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813498,0105000020D17F000001000000010200000002000000AC6B847D797D2141921BCB0F7E6C574164119C8DA57D214133A1706B7E6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813499,0105000020D17F00000100000001020000000200000064119C8DA57D214133A1706B7E6C574165119C8DA57D214133A1706B7E6C5741,54790,GENERAL FRANCISCO URDANETA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813501,0105000020D17F00000100000001020000001D000000F71BE275958021418F373422FB6B57416C10E31995802141B73E9146FB6B57419AEBC867598021414BA5FBC7146C574170D9B63C57802141315324B5156C57411705574246802141880D79E21C6C5741EA83FAAA3D8021415DF03384206C574172E8C25C138021412B7BDC0D336C5741292E5C6A05802141AB6CE927396C574178AF79C1FF7F214120A4DE803B6C574177AF79C1FF7F214125A4DE803B6C5741DB06E5A0FF7F2141711E628E3B6C5741C0D81030FB7F2141BBABE8653D6C574164A2D648F37F21415B38DAC73F6C574197B98E85E97F21416757EB1A426C5741ADD0D56AD07F2141D64AB264476C5741097BA881A77F2141A8122FA54F6C5741638A07A8917F21414BBF0EF2536C5741DD344B16787F21412645F52C596C5741DFCFBE06657F214107AA10E55C6C574196155814577F2141617FA3735F6C57416CF6D569457F2141CC527CD2626C5741A76A5048337F2141194AB77B666C57419589F043267F21412569C8CE686C57414CCF8951187F2141DBD2347E6A6C5741A6DEE877027F2141F0F068396D6C574178FD171CE67E21410D0EC05C706C574113524CF2847E214157876DE17A6C57410B5153DFFA7D2141BA3E3D0C8A6C574128B612F2EB7D2141F03E424F8B6C5741,8096,AVENIDA AGRACIADA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813502,0105000020D17F00000100000001020000000300000028B612F2EB7D2141F03E424F8B6C574150C3D6F3E97D214137DC637A8B6C5741E113042ADD7D2141F454228F8C6C5741,8096,AVENIDA AGRACIADA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753412,0105000020D17F000001000000010200000003000000892A4218A1932141CCCDC258BA6D5741D5ABC9E7FF9321411C0155A4B56D5741B4DC4F913994214147A467DBB36D5741,55892,UYMOMVD_SN_2674,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
813503,0105000020D17F000001000000010200000017000000E113042ADD7D2141F454228F8C6C574113A40685C17D21412D3EB71C8F6C57419585A47FAB7D2141850F1D60916C574138E86547757D2141CE5A5BD7976C5741D2D31580677D21417CAAD4429A6C57412ECFC779667D2141B435A8769A6C57413D386DDA2D7D21416B8FA8A6A56C57418801E0ECF77C2141229B751CB06C5741D6F12DC0DF7C214162B458E0B46C574106E20A3CB87C214104A2F19ABC6C57419308229F987C2141F0251EA6C26C574108F1165C747C21416339D3DAC96C5741FA4C981C727C21416A0DDF4CCA6C57413915BDE56F7C21412CA434BDCA6C57410B8C8A4C617C2141D70BCFA1CD6C5741F4E8DB96497C2141C86E302AD26C574162740EB22D7C2141D3CEFAEAD76C5741B526AB36207C2141DFED0B3EDA6C5741E37B14C20B7C21410E09A931DE6C57416E07B834FF7B214168DE3BC0E06C57415864097FE77B214159419D48E56C5741CF00768DE27B21418B4A5939E66C574176661B8DE27B214183866A39E66C5741,8096,AVENIDA AGRACIADA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813504,0105000020D17F00000100000001020000000B000000E395AA9AC77C21411788F3A5946C57412858E33B177D21418BB891978E6C57417AB7CFAF2D7D21412A2E699C8C6C57416ADA87CE2E7D2141B2D71C838C6C5741FFB280C5417D2141EB5EC8B28A6C5741CE7601204B7D21410EB21C9C896C574177A1DF2F5D7D21417C15D830876C57416A9EE9606B7D2141F6852EF9846C5741EF8F3E9A787D2141ADCDCDEA826C5741B1B0E299827D21419549D9AA816C57415AA252E88A7D21419209ACC1806C5741,8351,URUGUAYANA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813505,0105000020D17F0000010000000102000000020000005AA252E88A7D21419209ACC1806C574165119C8DA57D214133A1706B7E6C5741,8351,URUGUAYANA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813526,0105000020D17F00000100000001020000000300000083F5C4276D882141A2148930B27057418DE9884D6E882141C8DCEB89B2705741C91204589D88214158A1EEAFBE705741,9376,ARQUITECTO IGNACIO PEDRALBEZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813527,0105000020D17F000001000000010200000002000000C91204589D88214158A1EEAFBE70574133A139E3DB88214139B28E99CF705741,9376,ARQUITECTO IGNACIO PEDRALBEZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813530,0105000020D17F00000100000001020000000700000008C83F1362BA2141BCD93DE2AD6B57419150D0A05CBA2141C1860640AE6B57415794088F46BA214141CEF7F6AD6B57414548A7B53FBA21412291D176AE6B574125F9A51A34BA214100F14641B46B574100E62E3726BA214191FF4D02BB6B5741E56ED1211CBA21416648F5CDBC6B5741,56068,UYMOMVD_SN_1328,PASAJE INTERNO,IDE,MONTEVIDEO,MONTEVIDEO
753443,0105000020D17F000001000000010200000002000000A9E0B2D6C66321418813F8D6DD7357412D9C9C3CC0632141ABB7D7C2DE735741,40993,PASAJE CONTINUACION ALBENIZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753517,0105000020D17F0000010000000102000000070000001D881AF2845E2141ACD809F3896E574186BF64B6875E214152ED5821896E57416598B240995E21416B994B5E856E574132C8A9A4B95E2141182D652B7F6E5741616BD275C75E214149DB5ACE7C6E57410A5768B1D45E21412D2DFEB27A6E57418E3C3C66D75E2141177E0E4F7A6E5741,12355,PEDRO GIRALT,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753518,0105000020D17F0000010000000102000000020000008E3C3C66D75E2141177E0E4F7A6E57417E15CAD7E05E214154BF56F2786E5741,12355,PEDRO GIRALT,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
753520,0105000020D17F000001000000010200000003000000F50B62583260214109724E1D4C6E5741197029729A602141750E75AD3E6E57413E250DB8C26021419AE76D68396E5741,12355,PEDRO GIRALT,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
985769,0105000020D17F00000100000001020000000800000087F0675F6D9121413641165DD870574188F0675F6D9121413541165DD870574142EF2A2DB891214190635241D9705741FA69085FCC91214177E44D65D970574101E1BAB2F3912141E5CB5AF5D97057417B582AC30C922141BBF5CA3BDA705741F5CF99D325922141911F3B82DA70574138EAE12F66922141A2A66B9FDB705741,41137,PASAJE 301,PASAJE,Google,MONTEVIDEO,MONTEVIDEO
985770,0105000020D17F000001000000010200000003000000FDFE5D6DF3912141FFE1294CD57057417C9FDE9901922141968B852ED87057417B582AC30C922141BBF5CA3BDA705741,41137,PASAJE 301,PASAJE,Google,MONTEVIDEO,MONTEVIDEO
753523,0105000020D17F000001000000010200000002000000E274FC9E35692141EDC19B8B226D5741EFAB728EEE682141E9BBF6B72B6D5741,12355,PEDRO GIRALT,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
985771,0105000020D17F0000010000000102000000030000003E82FBE2F3912141661F071DD3705741FDFE5D6DF3912141FFE1294CD5705741FA69085FCC91214177E44D65D9705741,41137,PASAJE 301,PASAJE,Google,MONTEVIDEO,MONTEVIDEO
753525,0105000020D17F000001000000010200000003000000AF09690619682141C371B024476D574183A52297A067214155ABAB46576D5741FDFA721E8C672141D63925ED596D5741,12355,PEDRO GIRALT,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
985772,0105000020D17F000001000000010200000007000000D885CA6FD692214109B5C037DD7057412DCA2039CF922141C91E2D19DD705741609F5C2EAD922141FB0897C6DC705741C5C308F8A69221416F20C5B4DC7057412AE8B4C1A0922141E637F3A2DC7057414DF349226A9221414EE4E8B0DB70574138EAE12F66922141A0A66B9FDB705741,41137,PASAJE 301,PASAJE,Google,MONTEVIDEO,MONTEVIDEO
753548,0105000020D17F000001000000010200000005000000790688D5D2682141455734B9166D5741D8C0BDF4E568214193D0E58F186D574140831EDFF6682141E0E831AD1A6D5741C9C7875A2A6921411CF12734216D5741E274FC9E35692141EDC19B8B226D5741,8582,LUIS DE LA PEÑA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
813508,0105000020D17F0000010000000102000000030000009259C8D88E5C2141E5117DE9E86F5741E696B8F5855C214133998E9AE96F57414CB036147E5C214137937BC5E96F5741,55361,UYMOMVD_SN_2139,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
813509,0105000020D17F0000010000000102000000020000004CB036147E5C214137937BC5E96F5741E4AE0CB2535C214190E7A274ED6F5741,55361,UYMOMVD_SN_2139,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
813510,0105000020D17F000001000000010200000002000000E4AE0CB2535C214190E7A274ED6F5741E6D312BA435C2141181EFCD7EE6F5741,55361,UYMOMVD_SN_2139,CALLE INTERNA,IDE,MONTEVIDEO,MONTEVIDEO
